,number_week,artist_individual,true_streams,rank
583,20220317,Kanye West,11254770.333333334,4.0
584,20220317,Morgan Wallen,9893431.5,5.0
585,20220317,Juice WRLD,9607871.0,6.0
586,20220317,J. Cole,9048624.0,7.0
587,20220317,Lil Durk,7768886.0,8.0
588,20220317,Lil Nas X,7636097.5,9.0
589,20220317,Eminem,7430807.5,10.0
590,20220324,Doja Cat,16905136.5,1.0
591,20220324,Juice WRLD,13739806.0,2.0
592,20220324,Olivia Rodrigo,11765367.0,3.0
593,20220324,Morgan Wallen,11722633.0,4.0
594,20220324,The Weeknd,10991354.5,5.0
595,20220324,Kanye West,10919765.333333334,6.0
596,20220324,J. Cole,8644682.0,7.0
597,20220324,Drake,7724984.0,8.0
598,20220324,Lil Uzi Vert,7611176.5,9.0
599,20220324,Lil Nas X,7487512.5,10.0
600,20220331,Machine Gun Kelly,18036379.5,1.0
601,20220331,Doja Cat,16572336.5,2.0
602,20220331,Olivia Rodrigo,14664818.0,3.0
603,20220331,The Weeknd,10765315.5,4.0
604,20220331,Juice WRLD,9807521.5,5.0
605,20220331,J. Cole,8768863.0,6.0
606,20220331,Kanye West,8605693.5,7.0
607,20220331,Morgan Wallen,8445902.0,8.0
608,20220331,Ed Sheeran,7567544.5,9.0
609,20220331,"Tyler, The Creator",7462082.333333333,10.0
610,20220407,Harry Styles,32012212.0,1.0
611,20220407,Olivia Rodrigo,19959617.0,2.0
612,20220407,Doja Cat,15963536.5,3.0
613,20220407,The Weeknd,10909945.5,4.0
614,20220407,J. Cole,9473258.2,5.0
615,20220407,Juice WRLD,8949501.5,6.0
616,20220407,Kanye West,8546104.5,7.0
617,20220407,Morgan Wallen,8489050.5,8.0
618,20220407,Justin Bieber,7702529.5,9.0
619,20220407,Lil Nas X,7637783.0,10.0
620,20220414,Jack Harlow,35955936.75,1.0
621,20220414,Harry Styles,20827518.0,2.0
622,20220414,Olivia Rodrigo,19880865.0,3.0
623,20220414,Doja Cat,15973745.0,4.0
624,20220414,The Weeknd,12641834.5,5.0
625,20220414,Morgan Wallen,10605991.5,6.0
626,20220414,J. Cole,10350568.0,7.0
627,20220414,Lil Baby,9585725.0,8.0
628,20220414,Kanye West,8449314.833333334,9.0
629,20220414,Lil Nas X,7647867.0,10.0
630,20220421,Jack Harlow,22274876.0,1.0
631,20220421,Morgan Wallen,21063607.0,2.0
632,20220421,Harry Styles,20682808.0,3.0
633,20220421,Olivia Rodrigo,17166228.0,4.0
634,20220421,Doja Cat,15716139.5,5.0
635,20220421,The Weeknd,10972298.5,6.0
636,20220421,J. Cole,9116370.0,7.0
637,20220421,Lil Baby,8458404.5,8.0
638,20220421,Kanye West,7839630.5,9.0
639,20220421,Drake,7277504.0,10.0
640,20220428,Harry Styles,19918098.0,1.0
641,20220428,Morgan Wallen,18657169.5,2.0
642,20220428,Jack Harlow,18074005.5,3.0
643,20220428,Olivia Rodrigo,17110579.0,4.0
644,20220428,Doja Cat,16308118.5,5.0
645,20220428,The Weeknd,11369097.5,6.0
646,20220428,Kanye West,9918243.166666666,7.0
647,20220428,J. Cole,9596717.0,8.0
648,20220428,Lil Baby,9261779.5,9.0
649,20220428,Pusha T,8616086.166666666,10.0
650,20220505,Future,54515849.333333336,1.0
651,20220505,Morgan Wallen,17959217.0,2.0
652,20220505,Harry Styles,17121007.0,3.0
653,20220505,Jack Harlow,16646249.0,4.0
654,20220505,Doja Cat,15739737.0,5.0
655,20220505,Olivia Rodrigo,15474893.0,6.0
656,20220505,Drake,14028138.0,7.0
657,20220505,The Weeknd,11322247.5,8.0
658,20220505,Kanye West,10500222.0,9.0
659,20220505,Lil Baby,9874514.0,10.0
660,20220512,Bad Bunny,129636837.5,1.0
661,20220512,Jack Harlow,53365040.5,2.0
662,20220512,Morgan Wallen,24608320.5,3.0
663,20220512,Future,17994794.333333332,4.0
664,20220512,Harry Styles,15369412.0,5.0
665,20220512,Doja Cat,15248962.0,6.0
666,20220512,Olivia Rodrigo,14413255.0,7.0
667,20220512,Drake,12566792.0,8.0
668,20220512,Kendrick Lamar,12048903.0,9.0
669,20220512,Kanye West,8931819.0,10.0
670,20220519,Kendrick Lamar,135589563.5,1.0
671,20220519,Bad Bunny,85759195.83333333,2.0
672,20220519,Morgan Wallen,33107840.0,3.0
673,20220519,Jack Harlow,20617467.5,4.0
674,20220519,Doja Cat,15216563.0,5.0
675,20220519,Harry Styles,14744129.0,6.0
676,20220519,Olivia Rodrigo,14278669.0,7.0
677,20220519,Drake,11709879.333333334,8.0
678,20220519,Future,10225760.833333334,9.0
679,20220519,J. Cole,9822399.0,10.0
680,20220526,Harry Styles,161964435.0,1.0
681,20220526,Bad Bunny,70039418.0,2.0
682,20220526,Kendrick Lamar,41001448.5,3.0
683,20220526,Morgan Wallen,25535579.0,4.0
684,20220526,Jack Harlow,17023845.5,5.0
685,20220526,Doja Cat,14492433.0,6.0
686,20220526,Olivia Rodrigo,14018305.0,7.0
687,20220526,Drake,10702222.5,8.0
688,20220526,Zach Bryan,9793394.0,9.0
689,20220526,Future,9185520.5,10.0
690,20220602,Harry Styles,85418599.0,1.0
691,20220602,Bad Bunny,62960798.0,2.0
692,20220602,Morgan Wallen,26738734.0,3.0
693,20220602,Kendrick Lamar,23368577.5,4.0
694,20220602,Jack Harlow,15311205.5,5.0
695,20220602,Doja Cat,14004602.5,6.0
696,20220602,Olivia Rodrigo,11739554.0,7.0
697,20220602,Kanye West,11199622.5,8.0
698,20220602,The Weeknd,10064126.5,9.0
699,20220602,Kate Bush,9283126.0,10.0
700,20220609,Harry Styles,65545636.0,1.0
701,20220609,Bad Bunny,59398232.0,2.0
702,20220609,Post Malone,51074257.5,3.0
703,20220609,Morgan Wallen,23486527.5,4.0
704,20220609,Doja Cat,20288615.0,5.0
705,20220609,Kendrick Lamar,19101727.5,6.0
706,20220609,Kate Bush,15292889.0,7.0
707,20220609,Jack Harlow,14901989.0,8.0
708,20220609,Olivia Rodrigo,11418496.0,9.0
709,20220609,The Weeknd,11355527.5,10.0
710,20220616,Bad Bunny,54812223.5,1.0
711,20220616,Harry Styles,52871936.0,2.0
712,20220616,Morgan Wallen,23188027.5,3.0
713,20220616,Post Malone,21262349.0,4.0
714,20220616,Doja Cat,19456112.0,5.0
715,20220616,Joji,13913769.0,6.0
716,20220616,Kate Bush,11884686.0,7.0
717,20220616,Kendrick Lamar,11765168.833333334,8.0
718,20220616,Jack Harlow,11616717.5,9.0
719,20220616,BTS,10928915.0,10.0
720,20220623,Drake,97054916.66666667,1.0
721,20220623,Bad Bunny,48522162.0,2.0
722,20220623,Harry Styles,44550627.0,3.0
723,20220623,Morgan Wallen,23208189.0,4.0
724,20220623,Joji,18540504.0,5.0
725,20220623,Doja Cat,17805794.5,6.0
726,20220623,Post Malone,11230598.5,7.0
727,20220623,Kendrick Lamar,10956652.0,8.0
728,20220623,Jack Harlow,10791744.5,9.0
729,20220623,21 Savage,10084036.666666666,10.0
730,20220630,Bad Bunny,44565497.0,1.0
731,20220630,Harry Styles,38209645.0,2.0
732,20220630,Drake,31949743.666666668,3.0
733,20220630,Morgan Wallen,22375160.0,4.0
734,20220630,Doja Cat,17835932.5,5.0
735,20220630,Joji,14544185.0,6.0
736,20220630,Luke Combs,13093402.0,7.0
737,20220630,Kendrick Lamar,10177778.166666666,8.0
738,20220630,The Weeknd,10100737.5,9.0
739,20220630,Jack Harlow,10067954.5,10.0
740,20220707,Bad Bunny,42182383.0,1.0
741,20220707,Harry Styles,31031647.0,2.0
742,20220707,Morgan Wallen,24388280.5,3.0
743,20220707,Doja Cat,17229138.5,4.0
744,20220707,Drake,16714119.5,5.0
745,20220707,Joji,12175852.0,6.0
746,20220707,The Weeknd,11651568.5,7.0
747,20220707,Kate Bush,11613102.0,8.0
748,20220707,Luke Combs,9715812.0,9.0
749,20220707,Kanye West,9430625.5,10.0
750,20220714,Bad Bunny,38409664.0,1.0
751,20220714,Brent Faiyaz,29503255.5,2.0
752,20220714,Harry Styles,26980802.0,3.0
753,20220714,Morgan Wallen,22685562.0,4.0
754,20220714,Doja Cat,16660684.5,5.0
755,20220714,Drake,15439025.166666666,6.0
756,20220714,The Weeknd,13595975.0,7.0
757,20220714,Kate Bush,10934427.0,8.0
758,20220714,Joji,10864332.0,9.0
759,20220714,Olivia Rodrigo,8815129.0,10.0
