,week,country,rank,artist_names,artists_num,artist_individual,artist_id,artist_genre,artist_img,collab,track_name,release_date,source,peak_rank,previous_rank,weeks_on_chart,streams,region,language,ISO3,number_week,true_streams
3837,2022-03-03,Hong Kong,1,陳卓賢 Ian,1,陳卓賢 Ian,spotify:artist:1qW9Pi35NXnu7Q8KWyVYe6,cantopop,https://i.scdn.co/image/ab67616d0000b273e1b42b7dab767119315ad834,0,留一天與你喘息,2022-02-14,Music Nation Records Co. Ltd.,1,2,3,242463,Asia,Cantonese,HKG,20220303,242463.0
3838,2022-03-03,Hungary,1,Manuel,1,Manuel,spotify:artist:1O4dvMoyQSIClCii6DSai8,hungarian pop,https://i.scdn.co/image/ab6761610000e5ebe54faad06bf7122ff7009f5b,0,Zombi,2022-02-09,Gold Record Music Kft.,1,1,4,244907,Europe,Hungarian,HUN,20220303,244907.0
3839,2022-03-03,Iceland,1,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",7,Carolina Gaitán - La Gaita,spotify:artist:29PgYEggDV3cDP9QYTogwv,0,https://i.scdn.co/image/ab6761610000e5eb9330031a4c22bdc51f46be25,1,We Don't Talk About Bruno,2021-11-19,Walt Disney Records,1,1,10,24183,Europe,Icelandic,ISL,20220303,3454.714285714286
3840,2022-03-03,India,1,"AP Dhillon, Gurinder Gill, Intense",3,AP Dhillon,spotify:artist:6LEG9Ld1aLImEFEVHdWNSB,punjabi hip hop,https://i.scdn.co/image/ab6761610000e5ebee5731622ac71900bb4428c4,1,Excuses,2020-07-24,RUN-UP RECORDS,1,1,19,6241333,Asia,Hindi,IND,20220303,2080444.3333333333
3841,2022-03-03,Indonesia,1,TREASURE,1,TREASURE,spotify:artist:3KonOYiLsU53m4yT7gNotP,0,https://i.scdn.co/image/ab6761610000e5ebcbdbe17cd82fc79d2eab8aea,0,DARARI,2022-02-15,YG Entertainment,1,8,3,2027444,Asia,Indonesian,IDN,20220303,2027444.0
3842,2022-03-03,Ireland,1,"Lost Frequencies, Calum Scott",2,Lost Frequencies,spotify:artist:7f5Zgnp2spUuuzKplmRkt7,tropical house,https://i.scdn.co/image/ab6761610000e5ebee4036f9f7dc31f00c28e361,1,Where Are You Now,2021-07-30,Epic Amsterdam,1,1,27,264974,Europe,English,IRL,20220303,132487.0
3843,2022-03-03,Israel,1,Anna Zak,1,Anna Zak,spotify:artist:3lVXtKsFTJM8ecY8gqdoCo,israeli pop,https://i.scdn.co/image/ab6761610000e5eb74f0dd71b84ec5b35bef6318,0,לך לישון,2022-01-02,ITModels under exclusive license to D-Music,1,1,8,173160,Middle East,Hebrew,ISR,20220303,173160.0
3844,2022-03-03,Italy,1,"Mahmood, BLANCO",2,Mahmood,spotify:artist:06nvjg4wBANK6DCHjqtPNd,italian pop,https://i.scdn.co/image/ab6761610000e5eb2bd7fdff48b55220c01dd60c,1,Brividi,2022-02-02,Universal Music Italia srL.,1,1,5,4325051,Europe,Italian,ITA,20220303,2162525.5
3845,2022-03-03,Japan,1,Aimer,1,Aimer,spotify:artist:0bAsR2unSRpn6BQPEnNlZm,anime rock,https://i.scdn.co/image/ab6761610000e5eb195ce29a9787e5e386ca4f4a,0,Zankyosanka,2021-12-06,Sony Music Labels Inc.,1,1,13,1710006,Asia,Japanese,JPN,20220303,1710006.0
3846,2022-03-03,Kazakhstan,1,shadowraze,1,shadowraze,spotify:artist:0TO6y1x0LQodwBnxGtQu9o,russian drain,https://i.scdn.co/image/ab6761610000e5ebfcee1fd1f49502fcb34468c7,0,astral step,2021-10-29,Союз Мьюзик,1,1,3,50116,Asia,Russian,KAZ,20220303,50116.0
3847,2022-03-03,Latvia,1,Glass Animals,1,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,shiver pop,https://i.scdn.co/image/ab6761610000e5eb66b27eccb69756f8eceabc23,0,Heat Waves,2020-08-06,Polydor Records,1,1,64,27602,Europe,Latvian,LVA,20220303,27602.0
3848,2022-03-03,Lithuania,1,Monika LIU,1,Monika LIU,spotify:artist:2YLwIrzSnsbpBMKWzwu6JD,lithuanian indie,https://i.scdn.co/image/ab67616d0000b2739f4b00ae76bc215778e1c099,0,Sentimentai,2022-01-18,Monika Liu,1,1,7,45482,Europe,Lithuanian,LTU,20220303,45482.0
3849,2022-03-03,Luxembourg,1,Glass Animals,1,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,shiver pop,https://i.scdn.co/image/ab6761610000e5eb66b27eccb69756f8eceabc23,0,Heat Waves,2020-08-06,Polydor Records,1,1,64,21163,Europe,French,LUX,20220303,21163.0
3850,2022-03-03,Malaysia,1,TREASURE,1,TREASURE,spotify:artist:3KonOYiLsU53m4yT7gNotP,0,https://i.scdn.co/image/ab6761610000e5ebcbdbe17cd82fc79d2eab8aea,0,DARARI,2022-02-15,YG Entertainment,1,5,3,396081,Asia,Malay,MYS,20220303,396081.0
3851,2022-03-03,Mexico,1,Christian Nodal,1,Christian Nodal,spotify:artist:0XwVARXT135rw8lyw1EeWP,ranchera,https://i.scdn.co/image/ab6761610000e5eba83122d3649879afd7bf319a,0,Ya No Somos Ni Seremos,2022-02-18,"Producciones Ladon, S.A de C.V.",1,1,2,5781016,North America,Spanish,MEX,20220303,5781016.0
3852,2022-03-03,Morocco,1,"Tagne, Manal",2,Tagne,spotify:artist:3977Z9BZCFbJQYwdIdVwgc,moroccan pop,https://i.scdn.co/image/ab6761610000e5eb48c95611ca41d3c31d2f7b21,1,MAAK,2022-02-11,Tana Prod,1,1,3,144801,Africa,Arabic,MAR,20220303,72400.5
3853,2022-03-03,Netherlands,1,"Cristian D, $hirak, Brysa, Ashafar",4,Cristian D,spotify:artist:1uBw9o9xJfe2H3geRocQq4,0,https://i.scdn.co/image/ab6761610000e5eb4a6e0cee25f0aab7fb3464f8,1,Amsterdam,2022-01-13,Maison $hirak,1,2,7,1249132,Europe,Dutch,NLD,20220303,312283.0
3854,2022-03-03,New Zealand,1,"Luude, Colin Hay",2,Luude,spotify:artist:20cmhoGvN0eyzhmsHJH1Mg,aussietronica,https://i.scdn.co/image/ab6761610000e5eb574f0ffedfd92f0d9a90102b,1,Down Under (feat. Colin Hay),2021-11-19,Sweat It Out,1,1,14,215629,Oceania,English,NZL,20220303,107814.5
3855,2022-03-03,Nicaragua,1,"Tainy, Bad Bunny, Julieta Venegas",3,Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,latin pop,https://i.scdn.co/image/ab6761610000e5eb0b4ecb49d9dcd631a07a1315,1,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,Neon16,1,1,22,55457,Central America,Spanish,NIC,20220303,18485.666666666668
3856,2022-03-03,Nigeria,1,Rema,1,Rema,spotify:artist:46pWGuE3dSwY3bMMXGBvVS,nigerian pop,https://i.scdn.co/image/ab6761610000e5eb3be9356af550873daa1e3a9b,0,Calm Down,2022-02-10,Mavin Records / Jonzing World,1,1,3,159441,Africa,English,NGA,20220303,159441.0
3857,2022-03-03,Norway,1,Ramón,1,Ramón,spotify:artist:5r6ViSL3nacDRVBtnXlixL,norwegian pop rap,https://i.scdn.co/image/ab6761610000e5ebcd79e0eb2b42c0f9ed58a9e8,0,ok jeg lover,2022-02-18,Universal Music AS,1,1,2,1215113,Europe,Norwegian,NOR,20220303,1215113.0
3858,2022-03-03,Panama,1,"Becky G, KAROL G",2,Becky G,spotify:artist:4obzFoKoKRHIphyHzJ35G3,latin viral pop,https://i.scdn.co/image/ab6761610000e5eb978f96761eb3fa26b91f1fb8,1,MAMIII,2022-02-10,Kemosabe Records/RCA Records,1,1,3,105842,Central America,Spanish,PAN,20220303,52921.0
3859,2022-03-03,Paraguay,1,"Rauw Alejandro, Chencho Corleone",2,Rauw Alejandro,spotify:artist:1mcTU81TzQhprhouKaTkpq,puerto rican pop,https://i.scdn.co/image/ab6761610000e5eb754fd19c86184acc854b79a6,1,Desesperados,2021-12-10,Sony Music Latin/Duars Entertainment,1,1,12,326768,South America,Spanish,PRY,20220303,163384.0
3860,2022-03-03,Peru,1,"Becky G, KAROL G",2,Becky G,spotify:artist:4obzFoKoKRHIphyHzJ35G3,rap latina,https://i.scdn.co/image/ab6761610000e5eb978f96761eb3fa26b91f1fb8,1,MAMIII,2022-02-10,Kemosabe Records/RCA Records,1,1,3,1180101,South America,Spanish,PER,20220303,590050.5
3861,2022-03-03,Philippines,1,Zack Tabudlo,1,Zack Tabudlo,spotify:artist:67IN4cLJ7798gUapyZlmac,acoustic opm,https://i.scdn.co/image/ab6761610000e5eb23c820e8d066c83df8d818fe,0,Pano,2021-12-06,Universal Music Philippines Inc.,1,1,12,1865869,Asia,Tagalog,PHL,20220303,1865869.0
3862,2022-03-03,Poland,1,"Malik Montana, DaChoyce, SRNO, The Plug",4,Malik Montana,spotify:artist:1Kjs5u8GQf6zCFdTj6SI9E,polish trap,https://i.scdn.co/image/ab6761610000e5ebde7885cffc35ab676e1191d7,1,Jetlag (feat. The Plug),2022-02-06,Epic/Malik Montana,1,1,4,1623590,Europe,Polish,POL,20220303,405897.5
3863,2022-03-03,Portugal,1,"PEDRO SAMPAIO, Mc Pedrinho",2,PEDRO SAMPAIO,spotify:artist:5wbf52LA6kcaboHSN6NEF1,funk carioca,https://i.scdn.co/image/ab6761610000e5ebf84f9ddea636e5d4869c896d,1,DANÇARINA,2022-02-02,WM Brazil,1,1,3,564044,Europe,Portuguese,PRT,20220303,282022.0
3864,2022-03-03,Romania,1,Marko Glass,1,Marko Glass,spotify:artist:07nCYoPlXkWlhC2FHm1INS,romanian trap,https://i.scdn.co/image/ab6761610000e5eb411b7a18625e0d1a564a1c1c,0,Audemars,2022-01-28,R2 Records,1,1,5,91657,Europe,Romanian,ROU,20220303,91657.0
3865,2022-03-03,Saudi Arabia,1,"Imagine Dragons, JID, Arcane, League of Legends",4,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,rock,https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e,1,Enemy (with JID) - from the series Arcane League of Legends,2021-09-03,Kid Ina Korner / Interscope,1,1,18,100305,Middle East,Arabic,SAU,20220303,25076.25
3866,2022-03-03,Singapore,1,Justin Bieber,1,Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,canadian pop,https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36,0,Ghost,2021-03-19,RBMG/Def Jam,1,1,26,264719,Asia,English,SGP,20220303,264719.0
3867,2022-03-03,Slovakia,1,"Separ, Yzomandias",2,Separ,spotify:artist:3LujD0iQ9jRbSCMA39CGfO,czsk hip hop,https://i.scdn.co/image/ab6761610000e5eb11d51abb7d1b23855439e879,1,Zasvoe,2022-02-18,DMS Records,1,1,2,77393,Europe,Slovak,SVK,20220303,38696.5
3868,2022-03-03,South Africa,1,"Q-Mark, TpZee, Afriikan Papi",3,Q-Mark,spotify:artist:1PINqStNpc48PWNAMDQpVj,amapiano,https://i.scdn.co/image/ab6761610000e5eb85b19ebff23f853c97eeb0de,1,Paris,2021-10-22,Cloud9ne Entertainment,1,1,12,166171,Africa,Zulu,ZAF,20220303,55390.333333333336
3869,2022-03-03,South Korea,1,TAEYEON,1,TAEYEON,spotify:artist:3qNVuliS40BLgXGxhdBdqu,k-pop,https://i.scdn.co/image/ab6761610000e5ebda0fb055a20233c3ae0c999c,0,INVU,2022-02-14,SM Entertainment,1,1,3,96062,Asia,Korean,KOR,20220303,96062.0
3870,2022-03-03,Spain,1,"La Pantera, Quevedo, Juseph, Abhir Hathi, Bejo, Cruz Cafuné, EL IMA",7,La Pantera,spotify:artist:0IEzMvarfVycBJAXjjEZOL,rap canario,https://i.scdn.co/image/ab6761610000e5ebb9f356d73d82db6a1237157e,1,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",2022-01-14,La Pantera,1,1,7,3583078,Europe,Spanish,ESP,20220303,511868.28571428574
3871,2022-03-03,Sweden,1,Jireel,1,Jireel,spotify:artist:2EWsHDexsSInArfFkhA2i6,swedish drill,https://i.scdn.co/image/ab6761610000e5eba0235f24f02c917552e02cde,0,MANO,2022-01-21,WM Sweden,1,1,6,1080059,Europe,Swedish,SWE,20220303,1080059.0
3872,2022-03-03,Switzerland,1,Glass Animals,1,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,indietronica,https://i.scdn.co/image/ab6761610000e5eb66b27eccb69756f8eceabc23,0,Heat Waves,2020-08-06,Polydor Records,1,1,64,237552,Europe,German,CHE,20220303,237552.0
3873,2022-03-03,Taiwan,1,WeiBird,1,WeiBird,spotify:artist:7y3HnWCFEvWj4KM9GFSkiX,taiwan singer-songwriter,https://i.scdn.co/image/ab6761610000e5ebd1a48129d8f26232df6582a8,0,"Red Scarf - ""Till We Meet Again"" Movie Theme Song",2021-11-05,Sony Music Entertainment,1,1,17,464801,Asia,Mandarin,TWN,20220303,464801.0
3874,2022-03-03,Thailand,1,TREASURE,1,TREASURE,spotify:artist:3KonOYiLsU53m4yT7gNotP,0,https://i.scdn.co/image/ab6761610000e5ebcbdbe17cd82fc79d2eab8aea,0,DARARI,2022-02-15,YG Entertainment,1,8,3,567409,Asia,Thai,THA,20220303,567409.0
3875,2022-03-03,Turkey,1,"Montiego, Lvbel C5, Batuflex",3,Montiego,spotify:artist:1pMFoni6A1enu9OBmaanG2,persian hip hop,https://i.scdn.co/image/ab6761610000e5eb6e5a9b05d99e1d3e3e987ee6,1,Yallah,2022-02-04,Lais Records,1,2,4,2196836,Middle East,Turkish,TUR,20220303,732278.6666666666
3876,2022-03-03,Ukraine,1,shadowraze,1,shadowraze,spotify:artist:0TO6y1x0LQodwBnxGtQu9o,russian drain,https://i.scdn.co/image/ab6761610000e5ebfcee1fd1f49502fcb34468c7,0,astral step,2021-10-29,Союз Мьюзик,1,1,18,163729,Europe,Ukrainian,UKR,20220303,163729.0
3877,2022-03-03,United Arab Emirates,1,Glass Animals,1,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,indietronica,https://i.scdn.co/image/ab6761610000e5eb66b27eccb69756f8eceabc23,0,Heat Waves,2020-08-06,Polydor Records,1,1,65,68555,Middle East,Arabic,ARE,20220303,68555.0
3878,2022-03-03,United Kingdom,1,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",7,Carolina Gaitán - La Gaita,spotify:artist:29PgYEggDV3cDP9QYTogwv,0,https://i.scdn.co/image/ab6761610000e5eb9330031a4c22bdc51f46be25,1,We Don't Talk About Bruno,2021-11-19,Walt Disney Records,1,1,10,1876101,Europe,English,GBR,20220303,268014.4285714286
3879,2022-03-03,United States,1,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",7,Carolina Gaitán - La Gaita,spotify:artist:29PgYEggDV3cDP9QYTogwv,0,https://i.scdn.co/image/ab6761610000e5eb9330031a4c22bdc51f46be25,1,We Don't Talk About Bruno,2021-11-19,Walt Disney Records,1,1,10,6608411,North America,English,USA,20220303,944058.7142857143
3880,2022-03-03,Uruguay,1,"Rauw Alejandro, Chencho Corleone",2,Rauw Alejandro,spotify:artist:1mcTU81TzQhprhouKaTkpq,trap latino,https://i.scdn.co/image/ab6761610000e5eb754fd19c86184acc854b79a6,1,Desesperados,2021-12-10,Sony Music Latin/Duars Entertainment,1,1,12,158182,South America,Spanish,URY,20220303,79091.0
3881,2022-03-03,Vietnam,1,Agust D,1,Agust D,spotify:artist:5RmQ8k4l3HZ8JoPb4mNsML,k-rap,https://i.scdn.co/image/ab6761610000e5ebe94c521bbe0604a5fcd4f8bf,0,Daechwita,2020-05-22,BIGHIT MUSIC,1,-1,11,396761,Asia,Vietnamese,VNM,20220303,396761.0
3882,2022-03-10,Argentina,1,"Rauw Alejandro, Chencho Corleone",2,Rauw Alejandro,spotify:artist:1mcTU81TzQhprhouKaTkpq,puerto rican pop,https://i.scdn.co/image/ab6761610000e5eb754fd19c86184acc854b79a6,1,Desesperados,2021-12-10,Sony Music Latin/Duars Entertainment,1,1,13,2213480,South America,Spanish,ARG,20220310,1106740.0
3883,2022-03-10,Australia,1,Glass Animals,1,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,gauze pop,https://i.scdn.co/image/ab6761610000e5eb66b27eccb69756f8eceabc23,0,Heat Waves,2020-08-06,Polydor Records,1,1,84,1107313,Oceania,English,AUS,20220310,1107313.0
3884,2022-03-10,Austria,1,"Miksu / Macloud, t-low",2,Miksu / Macloud,spotify:artist:76dRoxKtDwYkgCQePok9cU,german hip hop,https://i.scdn.co/image/ab6761610000e5eb1b26ead4c844959cf1ee54e8,1,Sehnsucht,2022-03-04,FUTURA,1,-1,1,311843,Europe,German,AUT,20220310,155921.5
3885,2022-03-10,Belarus,1,shadowraze,1,shadowraze,spotify:artist:0TO6y1x0LQodwBnxGtQu9o,russian drain,https://i.scdn.co/image/ab6761610000e5ebfcee1fd1f49502fcb34468c7,0,showdown,2022-03-04,Союз Мьюзик,1,-1,1,174931,Europe,Russian,BLR,20220310,174931.0
3886,2022-03-10,Belgium,1,Stromae,1,Stromae,spotify:artist:5j4HeCoUlzhfWtjAfM1acR,g-house,https://i.scdn.co/image/ab6761610000e5eb5e22bd1057446fccb9fce27c,0,L’enfer,2022-03-03,Universal Music Division Polydor,1,5,9,570949,Europe,Dutch,BEL,20220310,570949.0
3887,2022-03-10,Bolivia,1,"Becky G, KAROL G",2,Becky G,spotify:artist:4obzFoKoKRHIphyHzJ35G3,reggaeton,https://i.scdn.co/image/ab6761610000e5eb978f96761eb3fa26b91f1fb8,1,MAMIII,2022-02-10,Kemosabe Records/RCA Records,1,1,4,207999,South America,Spanish,BOL,20220310,103999.5
3888,2022-03-10,Brazil,1,"PEDRO SAMPAIO, Mc Pedrinho",2,PEDRO SAMPAIO,spotify:artist:5wbf52LA6kcaboHSN6NEF1,funk carioca,https://i.scdn.co/image/ab6761610000e5ebf84f9ddea636e5d4869c896d,1,DANÇARINA,2022-02-02,WM Brazil,1,1,5,8313528,South America,Portuguese,BRA,20220310,4156764.0
3889,2022-03-10,Bulgaria,1,"Galena, Azis",2,Galena,spotify:artist:5M7RMcbgYy45XzC51HU355,bulgarian pop,https://i.scdn.co/image/ab6761610000e5eb03458419b80f02358c289110,1,А+Г=ВНЛ,2021-12-09,Galena,1,1,13,26346,Europe,Bulgarian,BGR,20220310,13173.0
3890,2022-03-10,Canada,1,Glass Animals,1,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,indietronica,https://i.scdn.co/image/ab6761610000e5eb66b27eccb69756f8eceabc23,0,Heat Waves,2020-08-06,Polydor Records,1,1,63,1090170,North America,English,CAN,20220310,1090170.0
3891,2022-03-10,Chile,1,Cris Mj,1,Cris Mj,spotify:artist:1Yj5Xey7kTwvZla8sqdsdE,mambo chileno,https://i.scdn.co/image/ab6761610000e5eb8f4ebcf4a5d23a2515374f89,0,Una Noche en Medellín,2022-01-21,Nabru Records LLC,1,1,7,2747182,South America,Spanish,CHL,20220310,2747182.0
3892,2022-03-10,Colombia,1,"Ryan Castro, Feid",2,Ryan Castro,spotify:artist:7j6DKwmjbxvpQO8h914uEz,trap colombiano,https://i.scdn.co/image/ab6761610000e5eb489f4dcf59ce0444bf727529,1,Monastery,2021-11-12,UMLE - Latino,1,1,17,900326,South America,Spanish,COL,20220310,450163.0
3893,2022-03-10,Costa Rica,1,"Bizarrap, Residente",2,Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,pop venezolano,https://i.scdn.co/image/ab6761610000e5eb12085fdb28f314e01ef73a19,1,"Residente: Bzrp Music Sessions, Vol. 49",2022-03-03,DALE PLAY Records,1,-1,1,243438,Central America,Spanish,CRI,20220310,121719.0
3894,2022-03-10,Cyprus,1,"SNIK, VLOSPA, Oge",3,SNIK,spotify:artist:6wN4QyhoM6fN49kEB25rnl,greek hip hop,https://i.scdn.co/image/ab6761610000e5eb3814d5f09daa97cab6b7cf32,1,Trafficante,2022-02-13,Minos - EMI SA Distribution Deals,1,1,4,18945,Europe,Greek,CYP,20220310,6315.0
3895,2022-03-10,Czechia,1,Viktor Sheen,1,Viktor Sheen,spotify:artist:4cG43cUBRJWWDsRh4SW48i,czech hip hop,https://i.scdn.co/image/ab6761610000e5ebab2b1cfe61e9837bb108ef06,0,Stíny,2021-11-17,WM Czech Republic,1,1,17,176766,Europe,Czech,CZE,20220310,176766.0
3896,2022-03-10,Denmark,1,Tobias Rahim,1,Tobias Rahim,spotify:artist:1w2fVGZN37TieWhlqS8UwB,danish pop,https://i.scdn.co/image/ab6761610000e5eb57129afa3b748eb2f017fc3b,0,Mucki Bar,2022-02-11,Sony Music Entertainment,1,1,4,775932,Europe,Danish,DNK,20220310,775932.0
3897,2022-03-10,Dominican Republic,1,Rochy RD,1,Rochy RD,spotify:artist:4riOEaOW5hCeqomFDBk0aP,dominican pop,https://i.scdn.co/image/ab6761610000e5eba813356bcf63fd41e073eaa3,0,El Coba,2022-01-26,VULCANO MUSIC ENTERTAINMENT,1,2,6,114545,Caribbean,Spanish,DOM,20220310,114545.0
3898,2022-03-10,Ecuador,1,"Becky G, KAROL G",2,Becky G,spotify:artist:4obzFoKoKRHIphyHzJ35G3,reggaeton,https://i.scdn.co/image/ab6761610000e5eb978f96761eb3fa26b91f1fb8,1,MAMIII,2022-02-10,Kemosabe Records/RCA Records,1,1,4,356072,South America,Spanish,ECU,20220310,178036.0
3899,2022-03-10,Egypt,1,Wegz,1,Wegz,spotify:artist:4BKC2HOGEqtYz2Xbgp9N1q,egyptian hip hop,https://i.scdn.co/image/ab6761610000e5eb185a8c7cf90489ccd67cc501,0,البخت,2022-02-26,Takwene,1,1,2,871560,Middle East,Arabic,EGY,20220310,871560.0
3900,2022-03-10,El Salvador,1,"Tainy, Bad Bunny, Julieta Venegas",3,Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,latin,https://i.scdn.co/image/ab6761610000e5eb0b4ecb49d9dcd631a07a1315,1,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,Neon16,1,1,23,158848,Central America,Spanish,SLV,20220310,52949.333333333336
3901,2022-03-10,Estonia,1,5MIINUST,1,5MIINUST,spotify:artist:6acByqWJeuaM0TX5VoY6an,estonian hip hop,https://i.scdn.co/image/ab6761610000e5ebae6eb40ec8bf877542d631e6,0,?mis sa tegid,2021-11-30,Universal Music Oy,1,1,15,25648,Europe,Estonian,EST,20220310,25648.0
3902,2022-03-10,Finland,1,BESS,1,BESS,spotify:artist:63RF3q8ejWJup6nAPb3KLw,finnish hip hop,https://i.scdn.co/image/ab6761610000e5eb87f12a9d91935221351a2b1a,0,Ram pam pam,2022-01-13,Universal Music Oy,1,1,8,477431,Europe,Finnish,FIN,20220310,477431.0
3903,2022-03-10,France,1,Ninho,1,Ninho,spotify:artist:6Te49r3A6f5BiIgBRxH7FH,french hip hop,https://i.scdn.co/image/ab6761610000e5ebc968daf72ace243d8edcbfc4,0,Jefe,2021-12-03,Rec. 118 / Mal Luné Music,1,1,14,1896530,Europe,French,FRA,20220310,1896530.0
3904,2022-03-10,Germany,1,"Miksu / Macloud, t-low",2,Miksu / Macloud,spotify:artist:76dRoxKtDwYkgCQePok9cU,german hip hop,https://i.scdn.co/image/ab6761610000e5eb1b26ead4c844959cf1ee54e8,1,Sehnsucht,2022-03-04,FUTURA,1,-1,1,4738345,Europe,German,DEU,20220310,2369172.5
3905,2022-03-10,Greece,1,"SNIK, VLOSPA, Oge",3,SNIK,spotify:artist:6wN4QyhoM6fN49kEB25rnl,greek hip hop,https://i.scdn.co/image/ab6761610000e5eb3814d5f09daa97cab6b7cf32,1,Trafficante,2022-02-13,Minos - EMI SA Distribution Deals,1,1,4,479019,Europe,Greek,GRC,20220310,159673.0
3906,2022-03-10,Guatemala,1,"Tainy, Bad Bunny, Julieta Venegas",3,Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,pop reggaeton,https://i.scdn.co/image/ab6761610000e5eb0b4ecb49d9dcd631a07a1315,1,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,Neon16,1,2,23,279720,Central America,Spanish,GTM,20220310,93240.0
3907,2022-03-10,Honduras,1,"Tainy, Bad Bunny, Julieta Venegas",3,Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,reggaeton,https://i.scdn.co/image/ab6761610000e5eb0b4ecb49d9dcd631a07a1315,1,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,Neon16,1,1,23,111638,Central America,Spanish,HND,20220310,37212.666666666664
3908,2022-03-10,Hong Kong,1,陳卓賢 Ian,1,陳卓賢 Ian,spotify:artist:1qW9Pi35NXnu7Q8KWyVYe6,hk-pop,https://i.scdn.co/image/ab67616d0000b273e1b42b7dab767119315ad834,0,留一天與你喘息,2022-02-14,Music Nation Records Co. Ltd.,1,1,4,218099,Asia,Cantonese,HKG,20220310,218099.0
3909,2022-03-10,Hungary,1,Manuel,1,Manuel,spotify:artist:1O4dvMoyQSIClCii6DSai8,hungarian pop,https://i.scdn.co/image/ab6761610000e5ebe54faad06bf7122ff7009f5b,0,Zombi,2022-02-09,Gold Record Music Kft.,1,1,5,203366,Europe,Hungarian,HUN,20220310,203366.0
3910,2022-03-10,Iceland,1,Daughters of Reykjavík,1,Daughters of Reykjavík,spotify:artist:0tzZMLekUKzwIQxIPi0DMh,icelandic pop,https://i.scdn.co/image/ab6761610000e5eb9227df8a29f9c596841d666e,0,Tökum af stað,2022-02-05,Alda Music,1,75,3,22672,Europe,Icelandic,ISL,20220310,22672.0
3911,2022-03-10,India,1,"AP Dhillon, Gurinder Gill, Intense",3,AP Dhillon,spotify:artist:6LEG9Ld1aLImEFEVHdWNSB,punjabi hip hop,https://i.scdn.co/image/ab6761610000e5ebee5731622ac71900bb4428c4,1,Excuses,2020-07-24,RUN-UP RECORDS,1,1,20,5784543,Asia,Hindi,IND,20220310,1928181.0
3912,2022-03-10,Indonesia,1,Tulus,1,Tulus,spotify:artist:2iDVt6mFbtbDEZG5ax0dTi,indonesian pop,https://i.scdn.co/image/ab6761610000e5ebb2dac5833519e3b4e5f7efdb,0,Hati-Hati di Jalan,2022-03-03,TulusCompany,1,-1,1,7622015,Asia,Indonesian,IDN,20220310,7622015.0
3913,2022-03-10,Ireland,1,Dave,1,Dave,spotify:artist:6Ip8FS7vWT1uKkJSweANQK,uk hip hop,https://i.scdn.co/image/ab6761610000e5eb76d47d16d18eb30413469512,0,Starlight,2022-03-03,Dave / Neighbourhood Recordings,1,-1,1,365992,Europe,English,IRL,20220310,365992.0
3914,2022-03-10,Israel,1,Anna Zak,1,Anna Zak,spotify:artist:3lVXtKsFTJM8ecY8gqdoCo,israeli pop,https://i.scdn.co/image/ab6761610000e5eb74f0dd71b84ec5b35bef6318,0,לך לישון,2022-01-02,ITModels under exclusive license to D-Music,1,1,9,167112,Middle East,Hebrew,ISR,20220310,167112.0
3915,2022-03-10,Italy,1,"Mahmood, BLANCO",2,Mahmood,spotify:artist:06nvjg4wBANK6DCHjqtPNd,italian pop,https://i.scdn.co/image/ab6761610000e5eb2bd7fdff48b55220c01dd60c,1,Brividi,2022-02-02,Universal Music Italia srL.,1,1,6,3449027,Europe,Italian,ITA,20220310,1724513.5
