,week,country,rank,artist_names,artists_num,artist_individual,artist_id,artist_genre,artist_img,collab,track_name,release_date,source,peak_rank,previous_rank,weeks_on_chart,streams,region,language,ISO3,number_week,true_streams
3262,2022-01-06,Argentina,1,"Bizarrap, Tiago PZK",2,Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,argentine hip hop,https://i.scdn.co/image/ab6761610000e5eb12085fdb28f314e01ef73a19,1,"Tiago PZK: Bzrp Music Sessions, Vol. 48",2021-12-29,WEA Latina/DALE PLAY Records,1,54,2,3165700,South America,Spanish,ARG,20220106,1582850.0
3263,2022-01-06,Australia,1,"Elton John, Dua Lipa, PNAU",3,Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,piano rock,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,1,Cold Heart - PNAU Remix,2021-10-22,EMI,1,7,21,1421140,Oceania,English,AUS,20220106,473713.3333333333
3264,2022-01-06,Austria,1,GAYLE,1,GAYLE,spotify:artist:2VSHKHBTiXWplO8lxcnUC9,modern alternative pop,https://i.scdn.co/image/ab6761610000e5eb5b5c8ffc310c50665586e424,0,abcdefu,2021-08-13,Atlantic/Arthouse Records,1,8,8,235335,Europe,German,AUT,20220106,235335.0
3265,2022-01-06,Belgium,1,GAYLE,1,GAYLE,spotify:artist:2VSHKHBTiXWplO8lxcnUC9,modern alternative pop,https://i.scdn.co/image/ab6761610000e5eb5b5c8ffc310c50665586e424,0,abcdefu,2021-08-13,Atlantic/Arthouse Records,1,3,8,376474,Europe,Dutch,BEL,20220106,376474.0
3266,2022-01-06,Bolivia,1,"TINI, L-Gante",2,TINI,spotify:artist:7vXDAI8JwjW531ouMGbfcp,pop argentino,https://i.scdn.co/image/ab6761610000e5eb0cd53a4c51d4cde67789432d,1,Bar,2021-11-11,Sony Music Latin,1,1,8,128978,South America,Spanish,BOL,20220106,64489.0
3267,2022-01-06,Brazil,1,"Xamã, Gustah, Neo Beats",3,Xamã,spotify:artist:5YwzDz4RJfTiMHS4tdR5Lf,trap brasileiro,https://i.scdn.co/image/ab6761610000e5ebf9555f0eee8d576b418a3c00,1,Malvadão 3,2021-11-30,Bagua Records,1,5,5,10076114,South America,Portuguese,BRA,20220106,3358704.6666666665
3268,2022-01-06,Bulgaria,1,"Galena, Azis",2,Galena,spotify:artist:5M7RMcbgYy45XzC51HU355,chalga,https://i.scdn.co/image/ab6761610000e5eb03458419b80f02358c289110,1,А+Г=ВНЛ,2021-12-09,Galena,1,1,4,60297,Europe,Bulgarian,BGR,20220106,30148.5
3269,2022-01-06,Canada,1,"Elton John, Dua Lipa, PNAU",3,Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,glam rock,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,1,Cold Heart - PNAU Remix,2021-10-22,EMI,1,18,21,1110076,North America,English,CAN,20220106,370025.3333333333
3270,2022-01-06,Chile,1,"Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile",4,Cris Mj,spotify:artist:1Yj5Xey7kTwvZla8sqdsdE,mambo chileno,https://i.scdn.co/image/ab6761610000e5eb8f4ebcf4a5d23a2515374f89,1,Los Malvekes,2021-10-29,Nabru Records LLC,1,1,10,1977673,South America,Spanish,CHL,20220106,494418.25
3271,2022-01-06,Colombia,1,"Ryan Castro, Feid",2,Ryan Castro,spotify:artist:7j6DKwmjbxvpQO8h914uEz,trap colombiano,https://i.scdn.co/image/ab6761610000e5eb489f4dcf59ce0444bf727529,1,Monastery,2021-11-12,UMLE - Latino,1,1,8,1025109,South America,Spanish,COL,20220106,512554.5
3272,2022-01-06,Costa Rica,1,"Siho Villalobos, DEEIKEL",2,Siho Villalobos,spotify:artist:5eab0u4WjbuWHcmLhvmkso,pop costarricense,https://i.scdn.co/image/ab6761610000e5eb5c4f831cb97a5a38e5ec3b39,1,REZAS,2021-12-24,953 & Way Up CR,1,7,2,224335,Central America,Spanish,CRI,20220106,112167.5
3273,2022-01-06,Cyprus,1,"SNIK, FLY LO, Mike G",3,SNIK,spotify:artist:6wN4QyhoM6fN49kEB25rnl,greek hip hop,https://i.scdn.co/image/ab6761610000e5eb3814d5f09daa97cab6b7cf32,1,Chinchilla,2021-12-17,Minos - EMI SA Distribution Deals,1,1,3,18403,Europe,Greek,CYP,20220106,6134.333333333333
3274,2022-01-06,Czechia,1,Viktor Sheen,1,Viktor Sheen,spotify:artist:4cG43cUBRJWWDsRh4SW48i,czech hip hop,https://i.scdn.co/image/ab6761610000e5ebab2b1cfe61e9837bb108ef06,0,Stíny,2021-11-17,WM Czech Republic,1,1,8,291240,Europe,Czech,CZE,20220106,291240.0
3275,2022-01-06,Denmark,1,"Tobias Rahim, andreas odbjerg",2,Tobias Rahim,spotify:artist:1w2fVGZN37TieWhlqS8UwB,danish pop,https://i.scdn.co/image/ab6761610000e5eb57129afa3b748eb2f017fc3b,1,STOR MAND (feat. Andreas Odbjerg),2021-08-13,Sony Music Entertainment,1,1,21,952967,Europe,Danish,DNK,20220106,476483.5
3276,2022-01-06,Dominican Republic,1,"Tainy, Bad Bunny, Julieta Venegas",3,Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,latin hip hop,https://i.scdn.co/image/ab6761610000e5eb0b4ecb49d9dcd631a07a1315,1,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,Neon16,1,1,14,94097,Caribbean,Spanish,DOM,20220106,31365.666666666668
3277,2022-01-06,Ecuador,1,"Blessd, Justin Quiles, Lenny Tavárez",3,Blessd,spotify:artist:1TA5sGRlKUJXBN4ZyJuDIX,trap latino,https://i.scdn.co/image/ab6761610000e5eb0320f3e47b1015923bf9cc8b,1,Medallo,2021-10-27,WEA Latina,1,1,10,294056,South America,Spanish,ECU,20220106,98018.66666666667
3278,2022-01-06,Egypt,1,Muslim - مُسلِم,1,Muslim - مُسلِم,spotify:artist:2PM82jOCB674w4BL08zFVS,egyptian alternative,https://i.scdn.co/image/ab6761610000e5eb03ed049216ad8cc3047a6d03,0,Etnaset,2021-10-21,Digital Sound,1,1,11,128684,Middle East,Arabic,EGY,20220106,128684.0
3279,2022-01-06,El Salvador,1,"Tainy, Bad Bunny, Julieta Venegas",3,Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,pop reggaeton,https://i.scdn.co/image/ab6761610000e5eb0b4ecb49d9dcd631a07a1315,1,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,Neon16,1,1,14,150322,Central America,Spanish,SLV,20220106,50107.333333333336
3280,2022-01-06,Estonia,1,"nublu, Mikael Gabriel",2,nublu,spotify:artist:2cNMMulo6S2a0tHrwX2s6i,estonian pop,https://i.scdn.co/image/ab6761610000e5eb772e0988e479f37f5a7df10f,1,Vihje,2021-12-30,Universal Music Oy,1,-1,1,59998,Europe,Estonian,EST,20220106,29999.0
3281,2022-01-06,Finland,1,Olli Halonen,1,Olli Halonen,spotify:artist:60Y18YWbhlUOQZZHYih2ts,0,https://i.scdn.co/image/ab6761610000e5eb7f2bd9850abd0e1cc06afb39,0,Pohjola,2021-05-14,WM Finland,1,8,31,277286,Europe,Finnish,FIN,20220106,277286.0
3282,2022-01-06,France,1,Ninho,1,Ninho,spotify:artist:6Te49r3A6f5BiIgBRxH7FH,french hip hop,https://i.scdn.co/image/ab6761610000e5ebc968daf72ace243d8edcbfc4,0,Jefe,2021-12-03,Rec. 118 / Mal Luné Music,1,1,5,2785507,Europe,French,FRA,20220106,2785507.0
3283,2022-01-06,Germany,1,"Pajel, Luciano, Headie One",3,Pajel,spotify:artist:1bpI6QDUqmfKmV0Tlhj0Jm,german trap,https://i.scdn.co/image/ab6761610000e5eb5ec4c712a06e06603a4de765,1,10von10 - Remix,2021-12-31,Epic/DOPE,1,-1,1,2734624,Europe,German,DEU,20220106,911541.3333333334
3284,2022-01-06,Greece,1,"SNIK, FLY LO, Mike G",3,SNIK,spotify:artist:6wN4QyhoM6fN49kEB25rnl,greek hip hop,https://i.scdn.co/image/ab6761610000e5eb3814d5f09daa97cab6b7cf32,1,Chinchilla,2021-12-17,Minos - EMI SA Distribution Deals,1,1,4,461391,Europe,Greek,GRC,20220106,153797.0
3285,2022-01-06,Guatemala,1,"Tainy, Bad Bunny, Julieta Venegas",3,Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,reggaeton,https://i.scdn.co/image/ab6761610000e5eb0b4ecb49d9dcd631a07a1315,1,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,Neon16,1,1,14,280828,Central America,Spanish,GTM,20220106,93609.33333333333
3286,2022-01-06,Honduras,1,"Tainy, Bad Bunny, Julieta Venegas",3,Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,latin pop,https://i.scdn.co/image/ab6761610000e5eb0b4ecb49d9dcd631a07a1315,1,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,Neon16,1,1,14,107955,Central America,Spanish,HND,20220106,35985.0
3287,2022-01-06,Hong Kong,1,MC 張天賦,1,MC 張天賦,spotify:artist:5tRk0bqMQubKAVowp35XtC,hk-pop,https://i.scdn.co/image/ab6761610000e5eb3c393dac8456a5f8464361ed,0,Pillow Talk,2021-10-22,WM Hong Kong,1,1,11,434327,Asia,Cantonese,HKG,20220106,434327.0
3288,2022-01-06,Hungary,1,Bsw,1,Bsw,spotify:artist:5Zwlr28h134D0OzxzUfVCA,hungarian pop,https://i.scdn.co/image/ab67616d0000b2731e6d9913d1588095dd400480,0,Mióta elhagytál - Nem vagyok álmos,2021-12-16,BSW,1,4,3,217519,Europe,Hungarian,HUN,20220106,217519.0
3289,2022-01-06,Iceland,1,Hafdís Huld,1,Hafdís Huld,spotify:artist:1tNJibl39hvCIVSnGaiwx5,icelandic singer-songwriter,https://i.scdn.co/image/ab6761610000e5ebcf9963101767d486f11f4e61,0,Dvel ég í draumahöll,2012,Alda Music,1,11,173,23825,Europe,Icelandic,ISL,20220106,23825.0
3290,2022-01-06,India,1,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",3,Tanishk Bagchi,spotify:artist:4f7KfxeHq9BiylGmyXepGt,modern bollywood,https://i.scdn.co/image/ab6761610000e5eb50559387e7830328533792a6,1,"Raataan Lambiyan (From ""Shershaah"")",2021-07-30,Sony Music Entertainment India Pvt. Ltd.,1,1,23,3508804,Asia,Hindi,IND,20220106,1169601.3333333333
3291,2022-01-06,Indonesia,1,Adele,1,Adele,spotify:artist:4dpARuHxo51G3z768sgnrY,pop,https://i.scdn.co/image/ab6761610000e5eb68f6e5892075d7f22615bd17,0,Easy On Me,2021-11-19,Columbia,1,1,12,1911135,Asia,Indonesian,IDN,20220106,1911135.0
3292,2022-01-06,Ireland,1,"Elton John, Dua Lipa, PNAU",3,Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,mellow gold,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,1,Cold Heart - PNAU Remix,2021-10-22,EMI,1,19,21,261717,Europe,English,IRL,20220106,87239.0
3293,2022-01-06,Israel,1,Omer Adam,1,Omer Adam,spotify:artist:1IAEef07H0fd9aA8aUHUlL,israeli pop,https://i.scdn.co/image/ab6761610000e5ebabf0507b77ddbb547cb5d4e3,0,קאקדילה,2021-12-30,P.A.I LTD,1,-1,1,154125,Middle East,Hebrew,ISR,20220106,154125.0
3294,2022-01-06,Italy,1,"Marracash, Guè",2,Marracash,spotify:artist:5AZuEF0feCXMkUCwQiQlW7,rap napoletano,https://i.scdn.co/image/ab6761610000e5eb6de4419d90a5d68c308a4f31,1,∞ LOVE (feat. Guè),2021-11-19,Universal Music Italia srL.,1,1,7,2086831,Europe,Italian,ITA,20220106,1043415.5
3295,2022-01-06,Japan,1,King Gnu,1,King Gnu,spotify:artist:6wxfx1yhyqjCPYwwxJktR2,j-pop,https://i.scdn.co/image/ab6761610000e5eb7f34daf0448f63f37f9dc35d,0,Ichizu,2021-12-10,Sony Music Labels Inc.,1,1,4,1678054,Asia,Japanese,JPN,20220106,1678054.0
3296,2022-01-06,Latvia,1,Glass Animals,1,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,shiver pop,https://i.scdn.co/image/ab6761610000e5eb66b27eccb69756f8eceabc23,0,Heat Waves,2020-08-06,Polydor Records,1,11,56,29799,Europe,Latvian,LVA,20220106,29799.0
3297,2022-01-06,Lithuania,1,"Elton John, Dua Lipa, PNAU",3,Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,mellow gold,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,1,Cold Heart - PNAU Remix,2021-10-22,EMI,1,4,21,50915,Europe,Lithuanian,LTU,20220106,16971.666666666668
3298,2022-01-06,Luxembourg,1,Glass Animals,1,Glass Animals,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,gauze pop,https://i.scdn.co/image/ab6761610000e5eb66b27eccb69756f8eceabc23,0,Heat Waves,2020-08-06,Polydor Records,1,9,56,20720,Europe,French,LUX,20220106,20720.0
3299,2022-01-06,Malaysia,1,Adele,1,Adele,spotify:artist:4dpARuHxo51G3z768sgnrY,pop soul,https://i.scdn.co/image/ab6761610000e5eb68f6e5892075d7f22615bd17,0,Easy On Me,2021-11-19,Columbia,1,1,12,373544,Asia,Malay,MYS,20220106,373544.0
3300,2022-01-06,Mexico,1,Calibre 50,1,Calibre 50,spotify:artist:4jogXSSvlyMkODGSZ2wc2P,musica mexicana,https://i.scdn.co/image/ab6761610000e5ebd2d4c8c4ed1c2763bb1e703d,0,A La Antigüita,2021-02-05,"Andaluz Music, LLC",1,1,34,4014743,North America,Spanish,MEX,20220106,4014743.0
3301,2022-01-06,Morocco,1,ElGrandeToto,1,ElGrandeToto,spotify:artist:4BFLElxtBEdsdwGA1kHTsx,arabic hip hop,https://i.scdn.co/image/ab6761610000e5eb4b8d2de416f8fe75ae3dd346,0,Salade Coco,2021-12-16,BNJ CITY BLOCK,1,1,4,128159,Africa,Arabic,MAR,20220106,128159.0
3302,2022-01-06,Netherlands,1,MEAU,1,MEAU,spotify:artist:2F3Mdh2idBVOiMTxXoxc10,dutch pop,https://i.scdn.co/image/ab6761610000e5ebfe3866da771a07e35175790d,0,Dat heb jij gedaan,2021-09-10,Excited About Music,1,4,15,1662292,Europe,Dutch,NLD,20220106,1662292.0
3303,2022-01-06,New Zealand,1,"Elton John, Dua Lipa, PNAU",3,Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,piano rock,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,1,Cold Heart - PNAU Remix,2021-10-22,EMI,1,3,21,297229,Oceania,English,NZL,20220106,99076.33333333333
3304,2022-01-06,Nicaragua,1,Bad Bunny,1,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,trap latino,https://i.scdn.co/image/ab6761610000e5eb8ee9a6f54dcbd4bc95126b14,0,Yonaguni,2021-06-04,Rimas Entertainment LLC,1,1,31,79593,Central America,Spanish,NIC,20220106,79593.0
3305,2022-01-06,Norway,1,GAYLE,1,GAYLE,spotify:artist:2VSHKHBTiXWplO8lxcnUC9,modern alternative pop,https://i.scdn.co/image/ab6761610000e5eb5b5c8ffc310c50665586e424,0,abcdefu,2021-08-13,Atlantic/Arthouse Records,1,8,10,549112,Europe,Norwegian,NOR,20220106,549112.0
3306,2022-01-06,Panama,1,Bad Bunny,1,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,latin,https://i.scdn.co/image/ab6761610000e5eb8ee9a6f54dcbd4bc95126b14,0,Yonaguni,2021-06-04,Rimas Entertainment LLC,1,1,31,126757,Central America,Spanish,PAN,20220106,126757.0
3307,2022-01-06,Paraguay,1,"Tainy, Bad Bunny, Julieta Venegas",3,Tainy,spotify:artist:0GM7qgcRCORpGnfcN2tCiB,reggaeton,https://i.scdn.co/image/ab6761610000e5eb0b4ecb49d9dcd631a07a1315,1,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,Neon16,1,1,14,357788,South America,Spanish,PRY,20220106,119262.66666666667
3308,2022-01-06,Peru,1,Sebastian Yatra,1,Sebastian Yatra,spotify:artist:07YUOmWljBTXwIseAUd9TW,colombian pop,https://i.scdn.co/image/ab6761610000e5eb28cc5ee1d7ba49cdc7dde27b,0,Tacones Rojos,2021-10-22,UMLE - Latino,1,1,11,750269,South America,Spanish,PER,20220106,750269.0
3309,2022-01-06,Philippines,1,Zack Tabudlo,1,Zack Tabudlo,spotify:artist:67IN4cLJ7798gUapyZlmac,opm,https://i.scdn.co/image/ab6761610000e5eb23c820e8d066c83df8d818fe,0,Pano,2021-12-06,Universal Music Philippines Inc.,1,1,4,2279910,Asia,Tagalog,PHL,20220106,2279910.0
3310,2022-01-06,Poland,1,"FRIZ, MASNY BEN, mgng, Ekipa",4,FRIZ,spotify:artist:6K02Q2fEVl7WMmMqN85tIc,polish viral rap,https://i.scdn.co/image/ab6761610000e5eb312e966693c2e94433e24e72,1,YO MAMALE,2021-12-29,EKIPA,1,58,2,1383442,Europe,Polish,POL,20220106,345860.5
3311,2022-01-06,Portugal,1,"Xamã, Gustah, Neo Beats",3,Xamã,spotify:artist:5YwzDz4RJfTiMHS4tdR5Lf,brazilian hip hop,https://i.scdn.co/image/ab6761610000e5ebf9555f0eee8d576b418a3c00,1,Malvadão 3,2021-11-30,Bagua Records,1,4,3,321781,Europe,Portuguese,PRT,20220106,107260.33333333333
3312,2022-01-06,Romania,1,"Coldplay, BTS",2,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,pop,https://i.scdn.co/image/ab6761610000e5eb865a3301762a8fce048cb469,1,My Universe,2021-10-15,Parlophone UK,1,5,15,112051,Europe,Romanian,ROU,20220106,56025.5
3313,2022-01-06,Saudi Arabia,1,"Imagine Dragons, JID, Arcane, League of Legends",4,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,rock,https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e,1,Enemy (with JID) - from the series Arcane League of Legends,2021-10-28,KIDinaKORNER/Interscope Records,1,1,10,144103,Middle East,Arabic,SAU,20220106,36025.75
3314,2022-01-06,Singapore,1,Justin Bieber,1,Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,canadian pop,https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36,0,Ghost,2021-03-19,RBMG/Def Jam,1,1,18,265830,Asia,English,SGP,20220106,265830.0
3315,2022-01-06,Slovakia,1,Kontrafakt,1,Kontrafakt,spotify:artist:3inzIBtXMSkZTGEfC0a1kT,slovak hip hop,https://i.scdn.co/image/ab6761610000e5eb33fa3a7b3a5cc8bed4d78a36,0,Reklama na Rap,2021-12-17,Tvoj Tatko Records,1,1,5,88612,Europe,Slovak,SVK,20220106,88612.0
3316,2022-01-06,South Africa,1,"Young Stunna, Kabza De Small, DJ Maphorisa",3,Young Stunna,spotify:artist:6WQFTzqYHmh8Ph2X0L0QLQ,south african pop,https://i.scdn.co/image/ab6761610000e5eb24a6d973ef9ed685c3f4ab27,1,Adiwele (feat. Kabza De Small & DJ Maphorisa),2021-10-21,Piano Hub,1,2,12,193990,Africa,Zulu,ZAF,20220106,64663.333333333336
3317,2022-01-06,South Korea,1,IVE,1,IVE,spotify:artist:6RHTUrRF63xao58xh9FXYJ,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eba011333f6f4e7043afef8b19,0,ELEVEN,2021-12-01,STARSHIP Entertainment,1,2,6,85185,Asia,Korean,KOR,20220106,85185.0
3318,2022-01-06,Spain,1,"Bizarrap, Tiago PZK",2,Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,trap argentino,https://i.scdn.co/image/ab6761610000e5eb12085fdb28f314e01ef73a19,1,"Tiago PZK: Bzrp Music Sessions, Vol. 48",2021-12-29,WEA Latina/DALE PLAY Records,1,52,2,3098535,Europe,Spanish,ESP,20220106,1549267.5
3319,2022-01-06,Sweden,1,Sarettii,1,Sarettii,spotify:artist:4kUfJdASJDMPLuo1t1N2zi,swedish hip hop,https://i.scdn.co/image/ab6761610000e5eb408880726e5fd1f0364cc6d5,0,SOM DOM,2021-09-28,Ringtone Records,1,8,15,723055,Europe,Swedish,SWE,20220106,723055.0
3320,2022-01-06,Switzerland,1,Farruko,1,Farruko,spotify:artist:329e4yvIujISKGKz1BZZbO,reggaeton,https://i.scdn.co/image/ab6761610000e5eb53029f0f3a0a4b216b9f5df7,0,Pepas,2021-10-01,Sony Music Latin,1,23,24,254283,Europe,German,CHE,20220106,254283.0
3321,2022-01-06,Taiwan,1,WeiBird,1,WeiBird,spotify:artist:7y3HnWCFEvWj4KM9GFSkiX,mandopop,https://i.scdn.co/image/ab6761610000e5ebd1a48129d8f26232df6582a8,0,"Red Scarf - ""Till We Meet Again"" Movie Theme Song",2021-11-05,Sony Music Entertainment,1,1,9,711305,Asia,Mandarin,TWN,20220106,711305.0
3322,2022-01-06,Thailand,1,Patrickananda,1,Patrickananda,spotify:artist:4gjXKx2a7GaIYwSDCBveJx,0,https://i.scdn.co/image/ab6761610000e5eb84e973c154887fbcd039dec2,0,Lavender,2021-10-28,WM/Thailand,1,1,9,461213,Asia,Thai,THA,20220106,461213.0
3323,2022-01-06,Turkey,1,UZI,1,UZI,spotify:artist:51DevdOxIJin6DB1FXJpD1,turkish trap,https://i.scdn.co/image/ab6761610000e5eb8a2705cb98493cc305b0fde9,0,PAPARAZZI,2021-11-19,Ava Music / Avrupa Müzik,1,1,7,2639017,Middle East,Turkish,TUR,20220106,2639017.0
3324,2022-01-06,Ukraine,1,remember.,1,remember.,spotify:artist:4Jh56mlekApKQsoGNuGCfY,russian hip hop,https://i.scdn.co/image/ab67616d0000b2730a6a1226011ba7ba50611b82,0,Кожура,2021-11-19,VAUVISION,1,5,3,203003,Europe,Ukrainian,UKR,20220106,203003.0
3325,2022-01-06,United Arab Emirates,1,"The Kid LAROI, Justin Bieber",2,The Kid LAROI,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,australian hip hop,https://i.scdn.co/image/ab6761610000e5eb152a7ee8fc0469aaeb015f02,1,STAY (with Justin Bieber),2021-07-23,Columbia,1,1,26,69262,Middle East,Arabic,ARE,20220106,34631.0
3326,2022-01-06,United Kingdom,1,Adele,1,Adele,spotify:artist:4dpARuHxo51G3z768sgnrY,british soul,https://i.scdn.co/image/ab6761610000e5eb68f6e5892075d7f22615bd17,0,Easy On Me,2021-11-19,Columbia,1,24,12,1912633,Europe,English,GBR,20220106,1912633.0
3327,2022-01-06,United States,1,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",7,Carolina Gaitán - La Gaita,spotify:artist:29PgYEggDV3cDP9QYTogwv,0,https://i.scdn.co/image/ab6761610000e5eb9330031a4c22bdc51f46be25,1,We Don't Talk About Bruno,2021-11-19,Walt Disney Records,1,25,2,6786304,North America,English,USA,20220106,969472.0
3328,2022-01-06,Uruguay,1,"Bizarrap, Tiago PZK",2,Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,trap argentino,https://i.scdn.co/image/ab6761610000e5eb12085fdb28f314e01ef73a19,1,"Tiago PZK: Bzrp Music Sessions, Vol. 48",2021-12-29,WEA Latina/DALE PLAY Records,1,55,2,237476,South America,Spanish,URY,20220106,118738.0
3329,2022-01-06,Vietnam,1,"Coldplay, BTS",2,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,permanent wave,https://i.scdn.co/image/ab6761610000e5eb865a3301762a8fce048cb469,1,My Universe,2021-10-15,Parlophone UK,1,5,15,797211,Asia,Vietnamese,VNM,20220106,398605.5
3330,2022-01-13,Argentina,1,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",4,Tiago PZK,spotify:artist:5Y3MV9DZ0d87NnVm56qSY1,trap argentino,https://i.scdn.co/image/ab6761610000e5ebfa1929a26839ae468cf85f07,1,Entre Nosotros (Remix) [con Nicki Nicole],2022-01-05,WEA Latina,1,55,2,3455458,South America,Spanish,ARG,20220113,863864.5
3331,2022-01-13,Australia,1,"Elton John, Dua Lipa, PNAU",3,Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,glam rock,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,1,Cold Heart - PNAU Remix,2021-10-22,EMI,1,1,22,1265429,Oceania,English,AUS,20220113,421809.6666666667
3332,2022-01-13,Austria,1,GAYLE,1,GAYLE,spotify:artist:2VSHKHBTiXWplO8lxcnUC9,modern alternative pop,https://i.scdn.co/image/ab6761610000e5eb5b5c8ffc310c50665586e424,0,abcdefu,2021-08-13,Atlantic/Arthouse Records,1,1,9,224757,Europe,German,AUT,20220113,224757.0
3333,2022-01-13,Belgium,1,Stromae,1,Stromae,spotify:artist:5j4HeCoUlzhfWtjAfM1acR,g-house,https://i.scdn.co/image/ab6761610000e5eb5e22bd1057446fccb9fce27c,0,L’enfer,2022-01-09,Universal Music Division Polydor,1,-1,1,503653,Europe,Dutch,BEL,20220113,503653.0
3334,2022-01-13,Bolivia,1,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",4,Tiago PZK,spotify:artist:5Y3MV9DZ0d87NnVm56qSY1,trap argentino,https://i.scdn.co/image/ab6761610000e5ebfa1929a26839ae468cf85f07,1,Entre Nosotros (Remix) [con Nicki Nicole],2022-01-05,WEA Latina,1,66,2,152142,South America,Spanish,BOL,20220113,38035.5
3335,2022-01-13,Brazil,1,"Xamã, Gustah, Neo Beats",3,Xamã,spotify:artist:5YwzDz4RJfTiMHS4tdR5Lf,brazilian hip hop,https://i.scdn.co/image/ab6761610000e5ebf9555f0eee8d576b418a3c00,1,Malvadão 3,2021-11-30,Bagua Records,1,1,6,9916692,South America,Portuguese,BRA,20220113,3305564.0
3336,2022-01-13,Bulgaria,1,"Galena, Azis",2,Galena,spotify:artist:5M7RMcbgYy45XzC51HU355,bulgarian pop,https://i.scdn.co/image/ab6761610000e5eb03458419b80f02358c289110,1,А+Г=ВНЛ,2021-12-09,Galena,1,1,5,55611,Europe,Bulgarian,BGR,20220113,27805.5
3337,2022-01-13,Canada,1,The Weeknd,1,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,canadian pop,https://i.scdn.co/image/ab6761610000e5ebb5f9e28219c169fd4b9e8379,0,Sacrifice,2022-01-06,XO / Republic Records,1,-1,1,1494833,North America,English,CAN,20220113,1494833.0
3338,2022-01-13,Chile,1,"Standly, El Barto",2,Standly,spotify:artist:0rjms710nwQTdrQheXHJfz,urbano chileno,https://i.scdn.co/image/ab6761610000e5eb4099b8753f21bef39fe86ba2,1,Mi Gata,2021-11-11,Standly,1,2,7,1951385,South America,Spanish,CHL,20220113,975692.5
3339,2022-01-13,Colombia,1,"Ryan Castro, Feid",2,Ryan Castro,spotify:artist:7j6DKwmjbxvpQO8h914uEz,trap colombiano,https://i.scdn.co/image/ab6761610000e5eb489f4dcf59ce0444bf727529,1,Monastery,2021-11-12,UMLE - Latino,1,1,9,1124356,South America,Spanish,COL,20220113,562178.0
3340,2022-01-13,Costa Rica,1,"Siho Villalobos, DEEIKEL",2,Siho Villalobos,spotify:artist:5eab0u4WjbuWHcmLhvmkso,pop costarricense,https://i.scdn.co/image/ab6761610000e5eb5c4f831cb97a5a38e5ec3b39,1,REZAS,2021-12-24,953 & Way Up CR,1,1,3,204115,Central America,Spanish,CRI,20220113,102057.5
